Tag,SRR Code,Brood Year,Migration Year,Hatchery Name,Stock,Release Site,Release Site Code,Mark Conditional Comment,Mark Weight,Mark Length,SbyC,Expansion,Ocean Age
3DD.003D38EFF1,12H,2018,2020,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,3
3DD.003D394FF8,12H,2018,2020,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.710924185,3
3DD.003D396E1B,12H,2018,2020,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,3
3DD.003D65C8DA,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D65CA0A,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D65CA3E,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,2
3DD.003D65CB4B,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D65CB4D,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,2
3DD.003D65CB67,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D65CC84,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D65CCAC,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D65CCEA,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,2
3DD.003D65CF97,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65CFE9,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65D03F,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65D0FD,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65D1DA,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D65D1F0,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D65D297,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65D516,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D65D615,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D65D61B,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65D784,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D65D9AB,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65DA20,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65DB4B,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65DE67,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65DEC2,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65DF1B,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65DF56,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65E0D2,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65E17A,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65E183,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65E1B7,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65E1CB,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65E268,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D65E2B8,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65E39B,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D65E3B5,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D65E3C6,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D65E4E4,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65E55F,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D65E622,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65E7A2,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65E8D6,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D65E961,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65E964,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D65ECBB,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65ED74,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D65EDE1,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65EE48,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65F1DF,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65F213,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D65F24C,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65F473,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65F539,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65F5C7,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65F8FD,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65F9CB,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D65FA04,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D65FBF1,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D65FCBD,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D65FCF1,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D65FD1C,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D65FD32,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D65FFF9,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D660011,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D66009A,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D660119,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D660333,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D6603DB,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D660417,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D66059D,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D6605A7,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D6605AD,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D6609D7,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D660A2F,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D660B02,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D660B98,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D660BCD,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D660BF1,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D660CB5,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D660D3C,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D660DBA,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D660E09,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D66133F,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D66147D,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D6616BA,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D6617C4,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D6618A8,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D66190D,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D66190F,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D661953,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D66197D,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D661A71,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D661AD1,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D661B5F,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D661C00,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D661CC5,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D661EEA,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D661F42,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D66209A,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D66239B,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D66249B,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D6624CC,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D66270F,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D6627DE,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D662819,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D662BAC,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D662BAE,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D662C4A,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D662DBA,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D663106,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RTR,1,2
3DD.003D6631A7,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D663318,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.76181059,2
3DD.003D663471,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D6634B7,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D6636FB,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D663929,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D663B0F,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D663B47,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D663BC0,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D663D84,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,2
3DD.003D663E64,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,2
3DD.003D663EB5,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D664241,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D6643CA,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D664444,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D66449E,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D664901,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D66496E,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D6649C1,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D664B73,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D664B9A,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,2
3DD.003D664C34,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,2
3DD.003D664C40,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D664C89,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,2
3DD.003D664DD5,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D664FC4,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D66502B,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D665082,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D6650A8,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D6650EA,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D6650EF,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D6651B6,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D6651CB,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D665542,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D665788,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,2
3DD.003D6658E8,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D665934,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D6659DB,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D665AB5,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,2
3DD.003D665C21,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D665C6F,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D665E05,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D665E18,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D665F37,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,2
3DD.003D665F58,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D665FC7,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D66638A,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D666411,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D666688,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,2
3DD.003D6666B7,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D666777,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,2
3DD.003D666894,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D6668F4,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,2
3DD.003D6669C0,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,2
3DD.003D6669F3,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,2
3DD.003D666A8A,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,2
3DD.003D76503B,12H,2020,2022,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,39.29929171,1
3DD.003D76516E,12H,2020,2022,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,39.29929171,1
